Driver,LapNumber,Stint,Compound,TyreLife,FreshTyre,LapTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Position,RaceElapsedTime,AirTemp,Humidity,TrackTemp,WindSpeed,WindDirection,TrackStatus,Year
MSC,47.0,2.0,HARD,24.0,True,0 days 00:01:27.179000,0 days 00:00:28.697000,0 days 00:00:29.247000,0 days 00:00:29.235000,313.0,316.0,303.0,317.0,15.0,4355.906,29.4,26.8,39.0,0.5,176,1,2021
RIC,48.0,2.0,HARD,26.0,True,0 days 00:01:25.617000,0 days 00:00:28.181000,0 days 00:00:29.063000,0 days 00:00:28.373000,,310.0,311.0,317.0,1.0,4402.474,29.5,26.6,38.8,0.3,201,1,2021
NOR,48.0,2.0,HARD,24.0,True,0 days 00:01:25.728000,0 days 00:00:28.049000,0 days 00:00:29.376000,0 days 00:00:28.303000,,314.0,315.0,,2.0,4404.106,29.5,26.6,38.8,0.3,201,1,2021
PER,48.0,2.0,HARD,22.0,True,0 days 00:01:25.800000,0 days 00:00:28.056000,0 days 00:00:29.154000,0 days 00:00:28.590000,318.0,321.0,314.0,326.0,3.0,4405.655,29.5,26.6,38.8,0.3,201,1,2021
BOT,48.0,2.0,MEDIUM,22.0,True,0 days 00:01:25.726000,0 days 00:00:28.101000,0 days 00:00:29.307000,0 days 00:00:28.318000,317.0,317.0,317.0,327.0,4.0,4406.699,29.5,26.6,38.8,0.3,201,1,2021
LEC,48.0,2.0,HARD,22.0,True,0 days 00:01:25.941000,0 days 00:00:28.141000,0 days 00:00:29.105000,0 days 00:00:28.695000,321.0,325.0,308.0,329.0,5.0,4408.305,29.5,26.6,38.8,0.3,201,1,2021
SAI,48.0,2.0,HARD,22.0,True,0 days 00:01:26.040000,0 days 00:00:28.187000,0 days 00:00:29.254000,0 days 00:00:28.599000,,319.0,311.0,321.0,6.0,4409.318,29.5,26.6,38.8,0.3,201,1,2021
STR,48.0,2.0,HARD,25.0,False,0 days 00:01:26.261000,0 days 00:00:28.433000,0 days 00:00:29.252000,0 days 00:00:28.576000,302.0,303.0,307.0,310.0,7.0,4413.943,29.5,26.6,38.8,0.3,201,1,2021
ALO,48.0,2.0,HARD,23.0,True,0 days 00:01:26.238000,0 days 00:00:28.241000,0 days 00:00:29.375000,0 days 00:00:28.622000,,314.0,310.0,320.0,8.0,4416.683,29.5,26.6,38.8,0.3,201,1,2021
RUS,48.0,2.0,HARD,22.0,True,0 days 00:01:26.351000,0 days 00:00:28.141000,0 days 00:00:29.739000,0 days 00:00:28.471000,312.0,311.0,315.0,329.0,9.0,4417.985,29.5,26.6,38.8,0.3,201,1,2021
OCO,48.0,2.0,HARD,22.0,True,0 days 00:01:26.632000,0 days 00:00:28.249000,0 days 00:00:29.647000,0 days 00:00:28.736000,,320.0,312.0,332.0,10.0,4418.997,29.5,26.6,38.8,0.3,201,1,2021
LAT,48.0,2.0,HARD,25.0,True,0 days 00:01:26.181000,0 days 00:00:28.061000,0 days 00:00:29.475000,0 days 00:00:28.645000,316.0,320.0,316.0,331.0,11.0,4421.126,29.5,26.6,38.8,0.3,201,1,2021
VET,48.0,3.0,MEDIUM,22.0,True,0 days 00:01:26.322000,0 days 00:00:28.318000,0 days 00:00:29.387000,0 days 00:00:28.617000,308.0,318.0,312.0,327.0,12.0,4421.936,29.5,26.6,38.8,0.3,201,1,2021
KUB,48.0,2.0,MEDIUM,22.0,True,0 days 00:01:26.844000,0 days 00:00:28.275000,0 days 00:00:29.696000,0 days 00:00:28.873000,311.0,316.0,313.0,324.0,13.0,4424.031,29.5,26.6,38.8,0.3,201,1,2021
GIO,48.0,3.0,MEDIUM,23.0,True,0 days 00:01:26.656000,0 days 00:00:28.064000,0 days 00:00:29.791000,0 days 00:00:28.801000,318.0,327.0,317.0,336.0,14.0,4424.938,29.5,26.6,38.8,0.3,201,1,2021
MSC,48.0,2.0,HARD,25.0,True,0 days 00:01:27.139000,0 days 00:00:28.660000,0 days 00:00:29.278000,0 days 00:00:29.201000,,316.0,304.0,319.0,15.0,4443.085,29.6,26.9,38.6,0.2,141,1,2021
RIC,49.0,2.0,HARD,27.0,True,0 days 00:01:25.548000,0 days 00:00:28.125000,0 days 00:00:29.044000,0 days 00:00:28.379000,,309.0,312.0,319.0,1.0,4488.091,29.6,26.9,38.6,0.2,141,1,2021
NOR,49.0,2.0,HARD,25.0,True,0 days 00:01:25.396000,0 days 00:00:27.948000,0 days 00:00:29.085000,0 days 00:00:28.363000,314.0,315.0,315.0,321.0,2.0,4489.834,29.6,26.9,38.6,0.2,141,1,2021
PER,49.0,2.0,HARD,23.0,True,0 days 00:01:25.603000,0 days 00:00:27.953000,0 days 00:00:29.126000,0 days 00:00:28.524000,319.0,321.0,313.0,329.0,3.0,4491.455,29.6,26.9,38.6,0.2,141,1,2021
BOT,49.0,2.0,MEDIUM,23.0,True,0 days 00:01:25.287000,0 days 00:00:27.909000,0 days 00:00:28.932000,0 days 00:00:28.446000,326.0,330.0,316.0,331.0,4.0,4492.425,29.6,26.9,38.6,0.2,141,1,2021
LEC,49.0,2.0,HARD,23.0,True,0 days 00:01:25.619000,0 days 00:00:28.019000,0 days 00:00:28.903000,0 days 00:00:28.697000,320.0,325.0,307.0,330.0,5.0,4494.246,29.6,27.2,38.5,0.6,156,1,2021
SAI,49.0,2.0,HARD,23.0,True,0 days 00:01:25.992000,0 days 00:00:28.098000,0 days 00:00:29.100000,0 days 00:00:28.794000,317.0,319.0,307.0,324.0,6.0,4495.358,29.6,27.2,38.5,0.6,156,1,2021
STR,49.0,2.0,HARD,26.0,False,0 days 00:01:26.225000,0 days 00:00:28.408000,0 days 00:00:29.162000,0 days 00:00:28.655000,301.0,302.0,304.0,,7.0,4500.204,29.6,27.2,38.5,0.6,156,1,2021
ALO,49.0,2.0,HARD,24.0,True,0 days 00:01:26.021000,0 days 00:00:28.209000,0 days 00:00:29.221000,0 days 00:00:28.591000,312.0,314.0,308.0,,8.0,4502.921,29.6,27.2,38.5,0.6,156,1,2021
RUS,49.0,2.0,HARD,23.0,True,0 days 00:01:26.074000,0 days 00:00:28.093000,0 days 00:00:29.625000,0 days 00:00:28.356000,311.0,311.0,315.0,328.0,9.0,4504.336,29.6,27.2,38.5,0.6,156,1,2021
OCO,49.0,2.0,HARD,23.0,True,0 days 00:01:26.264000,0 days 00:00:28.217000,0 days 00:00:29.414000,0 days 00:00:28.633000,,316.0,311.0,324.0,10.0,4505.629,29.6,27.2,38.5,0.6,156,1,2021
LAT,49.0,2.0,HARD,26.0,True,0 days 00:01:26.171000,0 days 00:00:28.104000,0 days 00:00:29.543000,0 days 00:00:28.524000,317.0,318.0,316.0,326.0,11.0,4507.307,29.6,27.2,38.5,0.6,156,1,2021
VET,49.0,3.0,MEDIUM,23.0,True,0 days 00:01:26.150000,0 days 00:00:28.291000,0 days 00:00:29.209000,0 days 00:00:28.650000,309.0,320.0,312.0,316.0,12.0,4508.258,29.6,27.2,38.5,0.6,156,1,2021
KUB,49.0,2.0,MEDIUM,23.0,True,0 days 00:01:28.639000,0 days 00:00:29.419000,0 days 00:00:30.210000,0 days 00:00:29.010000,314.0,318.0,312.0,285.0,14.0,4510.875,29.6,27.2,38.5,0.6,156,1,2021
GIO,49.0,3.0,MEDIUM,24.0,True,0 days 00:01:26.226000,0 days 00:00:28.374000,0 days 00:00:29.317000,0 days 00:00:28.535000,312.0,316.0,311.0,,13.0,4511.594,29.6,27.2,38.5,0.6,156,1,2021
MSC,49.0,2.0,HARD,26.0,True,0 days 00:01:27.359000,0 days 00:00:28.584000,0 days 00:00:29.494000,0 days 00:00:29.281000,314.0,316.0,304.0,,15.0,4530.224,29.6,27.2,38.5,0.6,156,1,2021
RIC,50.0,2.0,HARD,28.0,True,0 days 00:01:25.440000,0 days 00:00:28.247000,0 days 00:00:28.975000,0 days 00:00:28.218000,311.0,310.0,313.0,316.0,1.0,4573.639,29.6,27.6,38.3,0.5,158,1,2021
NOR,50.0,2.0,HARD,26.0,True,0 days 00:01:25.372000,0 days 00:00:27.990000,0 days 00:00:29.152000,0 days 00:00:28.230000,315.0,315.0,317.0,320.0,2.0,4575.23,29.6,27.6,38.3,0.5,158,1,2021
PER,50.0,2.0,HARD,24.0,True,0 days 00:01:25.448000,0 days 00:00:27.971000,0 days 00:00:29.090000,0 days 00:00:28.387000,316.0,319.0,314.0,336.0,3.0,4577.058,29.6,27.6,38.3,0.5,158,1,2021
BOT,50.0,2.0,MEDIUM,24.0,True,0 days 00:01:25.593000,0 days 00:00:27.966000,0 days 00:00:29.340000,0 days 00:00:28.287000,318.0,322.0,317.0,344.0,4.0,4577.712,29.6,27.6,38.3,0.5,158,1,2021
LEC,50.0,2.0,HARD,24.0,True,0 days 00:01:25.511000,0 days 00:00:28.079000,0 days 00:00:28.943000,0 days 00:00:28.489000,,326.0,309.0,328.0,5.0,4579.865,29.6,27.6,38.3,0.5,158,1,2021
SAI,50.0,2.0,HARD,24.0,True,0 days 00:01:26.282000,0 days 00:00:28.275000,0 days 00:00:29.266000,0 days 00:00:28.741000,314.0,318.0,308.0,322.0,6.0,4581.35,29.6,27.6,38.3,0.5,158,1,2021
STR,50.0,2.0,HARD,27.0,False,0 days 00:01:26.018000,0 days 00:00:28.508000,0 days 00:00:29.065000,0 days 00:00:28.445000,300.0,303.0,307.0,309.0,7.0,4586.429,29.6,27.6,38.3,0.5,158,1,2021
ALO,50.0,2.0,HARD,25.0,True,0 days 00:01:25.861000,0 days 00:00:28.211000,0 days 00:00:29.274000,0 days 00:00:28.376000,311.0,316.0,310.0,321.0,8.0,4588.942,29.6,27.6,38.3,0.5,158,1,2021
RUS,50.0,2.0,HARD,24.0,True,0 days 00:01:26.023000,0 days 00:00:28.076000,0 days 00:00:29.510000,0 days 00:00:28.437000,312.0,313.0,315.0,,9.0,4590.41,29.6,27.6,38.3,0.5,158,1,2021
OCO,50.0,2.0,HARD,24.0,True,0 days 00:01:25.971000,0 days 00:00:28.126000,0 days 00:00:29.418000,0 days 00:00:28.427000,314.0,316.0,311.0,323.0,10.0,4591.893,29.6,27.6,38.3,0.5,158,1,2021
LAT,50.0,2.0,HARD,27.0,True,0 days 00:01:25.953000,0 days 00:00:28.064000,0 days 00:00:29.502000,0 days 00:00:28.387000,,318.0,316.0,333.0,11.0,4593.478,29.6,27.6,38.3,0.5,158,1,2021
VET,50.0,3.0,MEDIUM,24.0,True,0 days 00:01:25.938000,0 days 00:00:28.152000,0 days 00:00:29.153000,0 days 00:00:28.633000,,321.0,312.0,329.0,12.0,4594.408,29.6,27.6,38.3,0.5,158,1,2021
GIO,50.0,3.0,MEDIUM,25.0,True,0 days 00:01:25.718000,0 days 00:00:27.901000,0 days 00:00:29.181000,0 days 00:00:28.636000,325.0,329.0,312.0,,13.0,4597.82,29.6,27.6,38.3,0.5,158,1,2021
KUB,50.0,2.0,MEDIUM,24.0,True,0 days 00:01:26.250000,0 days 00:00:28.114000,0 days 00:00:29.442000,0 days 00:00:28.694000,316.0,318.0,313.0,325.0,14.0,4599.514,29.6,27.6,38.3,0.5,158,1,2021
MSC,50.0,2.0,HARD,27.0,True,0 days 00:01:27.128000,0 days 00:00:28.558000,0 days 00:00:29.485000,0 days 00:00:29.085000,,316.0,304.0,320.0,15.0,4617.583,29.6,29.0,38.2,0.6,139,1,2021
RIC,51.0,2.0,HARD,29.0,True,0 days 00:01:25.234000,0 days 00:00:28.131000,0 days 00:00:28.879000,0 days 00:00:28.224000,,310.0,313.0,319.0,1.0,4659.079,29.6,29.0,38.2,0.6,139,1,2021
NOR,51.0,2.0,HARD,27.0,True,0 days 00:01:25.285000,0 days 00:00:27.932000,0 days 00:00:29.189000,0 days 00:00:28.164000,314.0,315.0,316.0,322.0,2.0,4660.602,29.6,29.0,38.2,0.6,139,1,2021
PER,51.0,2.0,HARD,25.0,True,0 days 00:01:25.274000,0 days 00:00:27.874000,0 days 00:00:29.103000,0 days 00:00:28.297000,,319.0,315.0,339.0,3.0,4662.506,29.6,29.0,38.2,0.6,139,1,2021
BOT,51.0,2.0,MEDIUM,25.0,True,0 days 00:01:25.649000,0 days 00:00:27.955000,0 days 00:00:29.356000,0 days 00:00:28.338000,,320.0,317.0,337.0,4.0,4663.305,29.6,29.0,38.2,0.6,139,1,2021
LEC,51.0,2.0,HARD,25.0,True,0 days 00:01:25.517000,0 days 00:00:28.195000,0 days 00:00:28.949000,0 days 00:00:28.373000,318.0,324.0,310.0,,5.0,4665.376,29.6,29.0,38.2,0.6,139,1,2021
SAI,51.0,2.0,HARD,25.0,True,0 days 00:01:25.928000,0 days 00:00:28.309000,0 days 00:00:29.084000,0 days 00:00:28.535000,,316.0,308.0,320.0,6.0,4667.632,29.6,29.0,38.2,0.6,139,1,2021
STR,51.0,2.0,HARD,28.0,False,0 days 00:01:25.929000,0 days 00:00:28.495000,0 days 00:00:29.053000,0 days 00:00:28.381000,301.0,306.0,307.0,,7.0,4672.447,29.6,29.0,38.2,0.6,139,1,2021
ALO,51.0,2.0,HARD,26.0,True,0 days 00:01:25.910000,0 days 00:00:28.348000,0 days 00:00:29.179000,0 days 00:00:28.383000,312.0,316.0,312.0,320.0,8.0,4674.803,29.5,29.0,38.1,0.4,186,1,2021
RUS,51.0,2.0,HARD,25.0,True,0 days 00:01:26.135000,0 days 00:00:28.459000,0 days 00:00:29.263000,0 days 00:00:28.413000,310.0,313.0,315.0,325.0,9.0,4676.433,29.5,29.0,38.1,0.4,186,1,2021
OCO,51.0,2.0,HARD,25.0,True,0 days 00:01:26.042000,0 days 00:00:28.155000,0 days 00:00:29.405000,0 days 00:00:28.482000,,317.0,313.0,324.0,10.0,4677.864,29.5,29.0,38.1,0.4,186,1,2021
LAT,51.0,2.0,HARD,28.0,True,0 days 00:01:26.259000,0 days 00:00:28.180000,0 days 00:00:29.614000,0 days 00:00:28.465000,,318.0,316.0,343.0,11.0,4679.431,29.5,29.0,38.1,0.4,186,1,2021
VET,51.0,3.0,MEDIUM,25.0,True,0 days 00:01:26.402000,0 days 00:00:28.748000,0 days 00:00:29.244000,0 days 00:00:28.410000,306.0,314.0,312.0,328.0,12.0,4680.346,29.5,29.0,38.1,0.4,186,1,2021
GIO,51.0,3.0,MEDIUM,26.0,True,0 days 00:01:25.859000,0 days 00:00:28.136000,0 days 00:00:29.331000,0 days 00:00:28.392000,,329.0,313.0,337.0,13.0,4683.538,29.5,29.0,38.1,0.4,186,1,2021
KUB,51.0,2.0,MEDIUM,25.0,True,0 days 00:01:26.292000,0 days 00:00:28.161000,0 days 00:00:29.442000,0 days 00:00:28.689000,318.0,322.0,312.0,327.0,14.0,4685.764,29.5,29.0,38.1,0.4,186,1,2021
MSC,51.0,2.0,HARD,28.0,True,0 days 00:01:27.412000,0 days 00:00:28.837000,0 days 00:00:29.326000,0 days 00:00:29.249000,,316.0,303.0,319.0,15.0,4704.711,29.5,29.0,38.1,0.4,186,1,2021
RIC,52.0,2.0,HARD,30.0,True,0 days 00:01:25.374000,0 days 00:00:28.028000,0 days 00:00:28.971000,0 days 00:00:28.375000,312.0,310.0,311.0,318.0,1.0,4744.313,29.5,29.6,37.8,0.4,188,1,2021
NOR,52.0,2.0,HARD,28.0,True,0 days 00:01:25.414000,0 days 00:00:28.060000,0 days 00:00:29.228000,0 days 00:00:28.126000,,314.0,315.0,320.0,2.0,4745.887,29.5,29.6,37.8,0.4,188,1,2021
PER,52.0,2.0,HARD,26.0,True,0 days 00:01:25.281000,0 days 00:00:28.042000,0 days 00:00:28.934000,0 days 00:00:28.305000,319.0,331.0,314.0,327.0,3.0,4747.78,29.5,29.6,37.8,0.4,188,1,2021
BOT,52.0,2.0,MEDIUM,26.0,True,0 days 00:01:25.191000,0 days 00:00:28.030000,0 days 00:00:29.012000,0 days 00:00:28.149000,323.0,321.0,316.0,328.0,4.0,4748.954,29.5,29.6,37.8,0.4,188,1,2021
LEC,52.0,2.0,HARD,26.0,True,0 days 00:01:25.664000,0 days 00:00:28.193000,0 days 00:00:29.061000,0 days 00:00:28.410000,319.0,322.0,309.0,327.0,5.0,4750.893,29.5,29.6,37.8,0.4,188,1,2021
SAI,52.0,2.0,HARD,26.0,True,0 days 00:01:25.910000,0 days 00:00:28.214000,0 days 00:00:29.164000,0 days 00:00:28.532000,,315.0,308.0,319.0,6.0,4753.56,29.5,29.6,37.8,0.4,188,1,2021
STR,52.0,2.0,HARD,29.0,False,0 days 00:01:25.853000,0 days 00:00:28.314000,0 days 00:00:29.065000,0 days 00:00:28.474000,,302.0,307.0,315.0,7.0,4758.376,29.5,29.6,37.8,0.4,188,1,2021
ALO,52.0,2.0,HARD,27.0,True,0 days 00:01:25.472000,0 days 00:00:28.029000,0 days 00:00:29.122000,0 days 00:00:28.321000,316.0,318.0,311.0,324.0,8.0,4760.713,29.5,29.6,37.8,0.4,188,1,2021
RUS,52.0,2.0,HARD,26.0,True,0 days 00:01:25.846000,0 days 00:00:28.094000,0 days 00:00:29.344000,0 days 00:00:28.408000,312.0,312.0,314.0,339.0,9.0,4762.568,29.5,29.6,37.8,0.4,188,1,2021
OCO,52.0,2.0,HARD,26.0,True,0 days 00:01:25.905000,0 days 00:00:28.161000,0 days 00:00:29.316000,0 days 00:00:28.428000,,319.0,311.0,,10.0,4763.906,29.5,29.6,37.8,0.4,188,1,2021
LAT,52.0,2.0,HARD,29.0,True,0 days 00:01:26.289000,0 days 00:00:28.138000,0 days 00:00:29.606000,0 days 00:00:28.545000,316.0,316.0,314.0,342.0,11.0,4765.69,29.5,29.6,37.8,0.4,188,1,2021
VET,52.0,3.0,MEDIUM,26.0,True,0 days 00:01:26.281000,0 days 00:00:28.511000,0 days 00:00:29.308000,0 days 00:00:28.462000,307.0,308.0,311.0,316.0,12.0,4766.748,29.5,29.6,37.8,0.4,188,1,2021
GIO,52.0,3.0,MEDIUM,27.0,True,0 days 00:01:26.153000,0 days 00:00:28.041000,0 days 00:00:29.383000,0 days 00:00:28.729000,327.0,329.0,313.0,,13.0,4769.397,29.5,29.6,37.8,0.4,188,1,2021
KUB,52.0,2.0,MEDIUM,26.0,True,0 days 00:01:26.375000,0 days 00:00:28.131000,0 days 00:00:29.398000,0 days 00:00:28.846000,319.0,321.0,311.0,328.0,14.0,4772.056,29.5,29.6,37.8,0.4,188,1,2021
MSC,52.0,2.0,HARD,29.0,True,0 days 00:01:26.707000,0 days 00:00:28.541000,0 days 00:00:29.129000,0 days 00:00:29.037000,315.0,316.0,304.0,320.0,15.0,4792.123,29.5,29.6,37.8,0.4,188,1,2021
RIC,53.0,2.0,HARD,31.0,True,0 days 00:01:24.812000,0 days 00:00:28.077000,0 days 00:00:28.798000,0 days 00:00:27.937000,311.0,310.0,297.0,317.0,1.0,4829.687,29.5,29.3,37.6,0.2,161,1,2021
NOR,53.0,2.0,HARD,29.0,True,0 days 00:01:24.971000,0 days 00:00:28.031000,0 days 00:00:28.917000,0 days 00:00:28.023000,315.0,327.0,315.0,319.0,2.0,4831.301,29.5,29.3,37.6,0.2,161,1,2021
PER,53.0,2.0,HARD,27.0,True,0 days 00:01:25.156000,0 days 00:00:27.905000,0 days 00:00:29.038000,0 days 00:00:28.213000,327.0,330.0,315.0,338.0,3.0,4833.061,29.5,29.3,37.6,0.2,161,1,2021
BOT,53.0,2.0,MEDIUM,27.0,True,0 days 00:01:25.270000,0 days 00:00:27.840000,0 days 00:00:29.276000,0 days 00:00:28.154000,320.0,319.0,316.0,336.0,4.0,4834.145,29.5,29.3,37.6,0.2,161,1,2021
LEC,53.0,2.0,HARD,27.0,True,0 days 00:01:25.319000,0 days 00:00:27.999000,0 days 00:00:28.882000,0 days 00:00:28.438000,321.0,323.0,310.0,328.0,5.0,4836.557,29.5,29.3,37.6,0.2,161,1,2021
SAI,53.0,2.0,HARD,27.0,True,0 days 00:01:25.559000,0 days 00:00:28.144000,0 days 00:00:28.991000,0 days 00:00:28.424000,320.0,321.0,307.0,327.0,6.0,4839.47,29.5,29.3,37.6,0.2,161,1,2021
STR,53.0,2.0,HARD,30.0,False,0 days 00:01:26.077000,0 days 00:00:28.240000,0 days 00:00:29.174000,0 days 00:00:28.663000,302.0,302.0,305.0,326.0,7.0,4844.229,29.5,29.3,37.6,0.2,161,1,2021
ALO,53.0,2.0,HARD,28.0,True,0 days 00:01:25.511000,0 days 00:00:28.057000,0 days 00:00:29.104000,0 days 00:00:28.350000,,328.0,307.0,,8.0,4846.185,29.5,29.3,37.6,0.2,161,1,2021
RUS,53.0,2.0,HARD,27.0,True,0 days 00:01:25.835000,0 days 00:00:28.198000,0 days 00:00:29.191000,0 days 00:00:28.446000,311.0,328.0,311.0,324.0,9.0,4848.414,29.5,29.3,37.6,0.2,161,1,2021
OCO,53.0,2.0,HARD,27.0,True,0 days 00:01:25.566000,0 days 00:00:28.037000,0 days 00:00:29.269000,0 days 00:00:28.260000,317.0,320.0,313.0,,10.0,4849.811,29.5,29.3,37.6,0.2,161,1,2021
LAT,53.0,2.0,HARD,30.0,True,0 days 00:01:26.282000,0 days 00:00:28.183000,0 days 00:00:29.406000,0 days 00:00:28.693000,314.0,330.0,313.0,332.0,11.0,4851.979,29.5,29.3,37.6,0.2,161,1,2021
VET,53.0,3.0,MEDIUM,27.0,True,0 days 00:01:26.110000,0 days 00:00:28.362000,0 days 00:00:29.374000,0 days 00:00:28.374000,309.0,309.0,312.0,327.0,12.0,4853.029,29.5,29.3,37.6,0.2,161,1,2021
GIO,53.0,3.0,MEDIUM,28.0,True,0 days 00:01:26.161000,0 days 00:00:28.014000,0 days 00:00:29.385000,0 days 00:00:28.762000,326.0,330.0,308.0,339.0,13.0,4855.55,29.5,28.1,37.6,0.5,111,1,2021
KUB,53.0,2.0,MEDIUM,27.0,True,0 days 00:01:25.849000,0 days 00:00:28.006000,0 days 00:00:29.176000,0 days 00:00:28.667000,325.0,327.0,311.0,335.0,14.0,4858.431,29.5,28.1,37.6,0.5,111,1,2021
MSC,53.0,2.0,HARD,30.0,True,0 days 00:01:26.771000,0 days 00:00:28.527000,0 days 00:00:29.150000,0 days 00:00:29.094000,316.0,316.0,299.0,322.0,15.0,4878.83,29.5,28.1,37.6,0.5,111,1,2021
VER,1.0,1.0,SOFT,1.0,True,0 days 00:01:30.827000,,0 days 00:00:30.903000,0 days 00:00:28.827000,315.0,316.0,311.0,286.0,4.0,0.0,27.5,33.0,43.4,0.4,165,1,2022
ALO,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:33.058000,,0 days 00:00:32.132000,0 days 00:00:29.447000,324.0,310.0,303.0,259.0,7.0,0.0,27.5,33.0,43.4,0.4,165,1,2022
LEC,1.0,1.0,SOFT,1.0,True,0 days 00:01:28.085000,,0 days 00:00:29.537000,0 days 00:00:28.715000,308.0,298.0,302.0,281.0,1.0,0.0,27.5,33.0,43.4,0.4,165,1,2022
STR,1.0,1.0,MEDIUM,2.0,False,0 days 00:01:34.774000,,0 days 00:00:31.881000,0 days 00:00:29.882000,323.0,310.0,310.0,251.0,11.0,0.0,27.5,33.0,43.4,0.4,165,1,2022
MAG,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:35.277000,,0 days 00:00:31.940000,0 days 00:00:29.994000,324.0,311.0,302.0,255.0,12.0,0.0,27.5,33.0,43.4,0.4,165,1,2022
TSU,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:37.420000,,0 days 00:00:32.150000,0 days 00:00:30.328000,327.0,315.0,307.0,233.0,18.0,0.0,27.5,33.0,43.4,0.4,165,1,2022
ZHO,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:33.823000,,0 days 00:00:32.054000,0 days 00:00:29.402000,321.0,306.0,307.0,260.0,9.0,0.0,27.5,33.0,43.4,0.4,165,1,2022
RIC,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:30.751000,,0 days 00:00:30.748000,0 days 00:00:29.145000,316.0,297.0,302.0,286.0,3.0,0.0,27.5,33.0,43.4,0.4,165,1,2022
PER,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:36.234000,,0 days 00:00:32.464000,0 days 00:00:30.149000,335.0,312.0,306.0,242.0,15.0,0.0,27.5,33.0,43.4,0.4,165,1,2022
NOR,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:32.356000,,0 days 00:00:31.547000,0 days 00:00:29.070000,325.0,306.0,307.0,269.0,6.0,0.0,27.5,33.0,43.4,0.4,165,1,2022
DEV,1.0,1.0,SOFT,1.0,True,0 days 00:01:33.491000,,0 days 00:00:32.042000,0 days 00:00:29.577000,319.0,315.0,307.0,249.0,8.0,0.0,27.5,33.0,43.4,0.4,165,1,2022
MSC,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:37.137000,,0 days 00:00:32.108000,0 days 00:00:30.306000,308.0,305.0,301.0,228.0,17.0,0.0,27.5,33.0,43.4,0.4,165,1,2022
VET,1.0,1.0,MEDIUM,2.0,False,0 days 00:01:34.498000,,0 days 00:00:32.129000,0 days 00:00:29.963000,323.0,308.0,305.0,236.0,10.0,0.0,27.5,33.0,43.4,0.4,165,1,2022
SAI,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:36.448000,,0 days 00:00:32.643000,0 days 00:00:30.088000,292.0,311.0,310.0,235.0,16.0,0.0,27.5,33.0,43.4,0.4,165,1,2022
LAT,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:35.968000,,0 days 00:00:32.363000,0 days 00:00:30.168000,324.0,315.0,309.0,235.0,14.0,0.0,27.5,33.0,43.4,0.4,165,1,2022
RUS,1.0,1.0,SOFT,1.0,True,0 days 00:01:29.427000,,0 days 00:00:30.033000,0 days 00:00:29.090000,317.0,299.0,303.0,278.0,2.0,0.0,27.5,33.0,43.4,0.4,165,1,2022
BOT,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:38.273000,,0 days 00:00:32.124000,0 days 00:00:30.197000,322.0,312.0,307.0,240.0,20.0,0.0,27.5,33.0,43.4,0.4,165,1,2022
HAM,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:37.652000,,0 days 00:00:31.380000,0 days 00:00:30.181000,328.0,314.0,309.0,227.0,19.0,0.0,27.5,33.0,43.4,0.4,165,1,2022
GAS,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:31.681000,,0 days 00:00:30.966000,0 days 00:00:29.718000,323.0,308.0,303.0,265.0,5.0,0.0,27.5,33.0,43.4,0.4,165,1,2022
OCO,1.0,1.0,SOFT,1.0,True,0 days 00:01:35.680000,,0 days 00:00:32.016000,0 days 00:00:30.187000,319.0,315.0,305.0,250.0,13.0,0.0,27.5,33.0,43.4,0.4,165,1,2022
LEC,2.0,1.0,SOFT,2.0,True,0 days 00:01:26.535000,0 days 00:00:28.687000,0 days 00:00:29.260000,0 days 00:00:28.588000,301.0,300.0,304.0,298.0,1.0,88.332,27.8,32.0,43.5,0.5,4,1,2022
RUS,2.0,1.0,SOFT,2.0,True,0 days 00:01:26.724000,0 days 00:00:28.261000,0 days 00:00:29.773000,0 days 00:00:28.690000,304.0,301.0,303.0,311.0,2.0,89.674,27.8,32.0,43.5,0.5,4,1,2022
RIC,2.0,1.0,MEDIUM,2.0,True,0 days 00:01:28.398000,0 days 00:00:29.025000,0 days 00:00:30.347000,0 days 00:00:29.026000,306.0,303.0,301.0,299.0,4.0,90.998,27.8,32.0,43.5,0.5,4,1,2022
VER,2.0,1.0,SOFT,2.0,True,0 days 00:01:26.401000,0 days 00:00:28.387000,0 days 00:00:29.504000,0 days 00:00:28.510000,304.0,303.0,303.0,314.0,3.0,91.074,27.8,32.0,43.5,0.5,4,1,2022
