Driver,LapNumber,Stint,Compound,TyreLife,FreshTyre,LapTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Position,RaceElapsedTime,AirTemp,Humidity,TrackTemp,WindSpeed,WindDirection,TrackStatus,Year
HAM,7.0,1.0,HARD,7.0,True,0 days 00:01:26.846000,0 days 00:00:28.288000,0 days 00:00:29.822000,0 days 00:00:28.736000,316.0,318.0,313.0,325.0,4.0,538.428,28.7,32.8,44.5,0.2,243,1,2021
LEC,7.0,1.0,MEDIUM,7.0,True,0 days 00:01:26.765000,0 days 00:00:28.363000,0 days 00:00:29.280000,0 days 00:00:29.122000,315.0,320.0,302.0,322.0,5.0,541.912,28.7,32.8,44.5,0.2,243,1,2021
SAI,7.0,1.0,MEDIUM,7.0,True,0 days 00:01:27.192000,0 days 00:00:28.635000,0 days 00:00:29.493000,0 days 00:00:29.064000,,309.0,302.0,312.0,6.0,545.012,28.7,32.8,44.5,0.2,243,1,2021
PER,7.0,1.0,MEDIUM,7.0,True,0 days 00:01:26.971000,0 days 00:00:28.330000,0 days 00:00:29.727000,0 days 00:00:28.914000,319.0,325.0,312.0,310.0,7.0,545.911,28.7,32.8,44.5,0.2,243,1,2021
STR,7.0,1.0,MEDIUM,9.0,False,0 days 00:01:27.567000,0 days 00:00:28.550000,0 days 00:00:29.832000,0 days 00:00:29.185000,,306.0,302.0,313.0,8.0,548.452,28.7,32.8,44.5,0.2,243,1,2021
ALO,7.0,1.0,MEDIUM,7.0,True,0 days 00:01:27.629000,0 days 00:00:28.391000,0 days 00:00:29.977000,0 days 00:00:29.261000,310.0,314.0,304.0,317.0,9.0,551.336,28.7,32.8,44.5,0.2,243,1,2021
OCO,7.0,1.0,MEDIUM,7.0,True,0 days 00:01:29.329000,0 days 00:00:28.510000,0 days 00:00:30.075000,0 days 00:00:30.744000,310.0,314.0,308.0,322.0,11.0,552.553,28.7,32.8,44.5,0.2,243,1,2021
LAT,7.0,1.0,MEDIUM,7.0,True,0 days 00:01:27.804000,0 days 00:00:28.492000,0 days 00:00:30.186000,0 days 00:00:29.126000,315.0,324.0,310.0,324.0,10.0,553.268,28.7,32.8,44.5,0.2,243,1,2021
VET,7.0,1.0,MEDIUM,9.0,False,0 days 00:01:27.462000,0 days 00:00:28.423000,0 days 00:00:29.773000,0 days 00:00:29.266000,307.0,324.0,322.0,318.0,12.0,554.516,28.7,32.8,44.5,0.2,243,1,2021
BOT,7.0,1.0,HARD,7.0,True,0 days 00:01:26.771000,0 days 00:00:28.289000,0 days 00:00:29.641000,0 days 00:00:28.841000,313.0,320.0,313.0,320.0,13.0,555.948,28.7,32.8,44.5,0.2,243,1,2021
RUS,7.0,1.0,MEDIUM,7.0,True,0 days 00:01:27.123000,0 days 00:00:28.360000,0 days 00:00:29.921000,0 days 00:00:28.842000,,310.0,309.0,322.0,14.0,558.726,28.7,32.8,44.5,0.2,243,1,2021
KUB,7.0,1.0,HARD,7.0,True,0 days 00:01:28.115000,0 days 00:00:28.405000,0 days 00:00:30.155000,0 days 00:00:29.555000,317.0,320.0,305.0,326.0,15.0,561.352,28.7,32.8,44.5,0.2,243,1,2021
MSC,7.0,1.0,MEDIUM,7.0,True,0 days 00:01:28.429000,0 days 00:00:28.697000,0 days 00:00:30.033000,0 days 00:00:29.699000,314.0,317.0,302.0,319.0,16.0,563.627,28.7,32.8,44.5,0.2,243,1,2021
MAZ,7.0,1.0,MEDIUM,7.0,True,0 days 00:01:28.416000,0 days 00:00:28.559000,0 days 00:00:30.246000,0 days 00:00:29.611000,,319.0,305.0,321.0,17.0,564.737,28.7,32.8,44.5,0.2,243,1,2021
GIO,7.0,2.0,HARD,6.0,True,0 days 00:01:26.925000,0 days 00:00:28.369000,0 days 00:00:29.508000,0 days 00:00:29.048000,315.0,317.0,304.0,322.0,18.0,598.129,28.8,32.9,44.7,0.3,307,1,2021
RIC,8.0,1.0,MEDIUM,8.0,True,0 days 00:01:26.789000,0 days 00:00:28.388000,0 days 00:00:29.527000,0 days 00:00:28.874000,309.0,307.0,307.0,312.0,1.0,620.484,28.8,32.9,44.7,0.3,307,1,2021
VER,8.0,1.0,MEDIUM,8.0,True,0 days 00:01:26.333000,0 days 00:00:28.138000,0 days 00:00:29.444000,0 days 00:00:28.751000,313.0,316.0,310.0,318.0,2.0,621.879,28.8,32.9,44.7,0.3,307,1,2021
NOR,8.0,1.0,MEDIUM,8.0,True,0 days 00:01:26.466000,0 days 00:00:28.231000,0 days 00:00:29.520000,0 days 00:00:28.715000,312.0,310.0,311.0,319.0,3.0,624.388,28.8,32.9,44.7,0.3,307,1,2021
HAM,8.0,1.0,HARD,8.0,True,0 days 00:01:26.413000,0 days 00:00:28.259000,0 days 00:00:29.485000,0 days 00:00:28.669000,,318.0,313.0,321.0,4.0,625.274,28.8,32.9,44.7,0.3,307,1,2021
LEC,8.0,1.0,MEDIUM,8.0,True,0 days 00:01:26.613000,0 days 00:00:28.406000,0 days 00:00:29.250000,0 days 00:00:28.957000,,319.0,302.0,323.0,5.0,628.677,28.8,32.9,44.7,0.3,307,1,2021
SAI,8.0,1.0,MEDIUM,8.0,True,0 days 00:01:26.990000,0 days 00:00:28.438000,0 days 00:00:29.439000,0 days 00:00:29.113000,308.0,310.0,302.0,327.0,6.0,632.204,28.8,32.9,44.7,0.3,307,1,2021
PER,8.0,1.0,MEDIUM,8.0,True,0 days 00:01:26.823000,0 days 00:00:28.188000,0 days 00:00:29.741000,0 days 00:00:28.894000,317.0,325.0,313.0,340.0,7.0,632.882,28.8,32.9,44.7,0.3,307,1,2021
STR,8.0,1.0,MEDIUM,10.0,False,0 days 00:01:27.621000,0 days 00:00:28.826000,0 days 00:00:29.709000,0 days 00:00:29.086000,302.0,303.0,302.0,312.0,8.0,636.019,28.8,32.9,44.7,0.3,307,1,2021
ALO,8.0,1.0,MEDIUM,8.0,True,0 days 00:01:27.727000,0 days 00:00:28.499000,0 days 00:00:30.018000,0 days 00:00:29.210000,309.0,313.0,304.0,318.0,9.0,638.965,28.8,32.9,44.7,0.3,307,1,2021
LAT,8.0,1.0,MEDIUM,8.0,True,0 days 00:01:27.826000,0 days 00:00:28.695000,0 days 00:00:29.950000,0 days 00:00:29.181000,311.0,313.0,310.0,317.0,10.0,641.072,28.8,32.9,44.7,0.3,307,1,2021
OCO,8.0,1.0,MEDIUM,8.0,True,0 days 00:01:28.031000,0 days 00:00:28.508000,0 days 00:00:30.136000,0 days 00:00:29.387000,316.0,324.0,308.0,335.0,11.0,641.882,28.8,32.9,44.7,0.3,307,1,2021
VET,8.0,1.0,MEDIUM,10.0,False,0 days 00:01:28.442000,0 days 00:00:29.027000,0 days 00:00:30.026000,0 days 00:00:29.389000,312.0,327.0,311.0,334.0,12.0,641.978,28.8,32.9,44.7,0.3,307,1,2021
BOT,8.0,1.0,HARD,8.0,True,0 days 00:01:28.351000,0 days 00:00:28.649000,0 days 00:00:30.239000,0 days 00:00:29.463000,321.0,329.0,312.0,334.0,13.0,642.719,28.8,32.9,44.7,0.3,307,1,2021
RUS,8.0,1.0,MEDIUM,8.0,True,0 days 00:01:27.227000,0 days 00:00:28.494000,0 days 00:00:29.866000,0 days 00:00:28.867000,,313.0,310.0,,14.0,645.849,28.8,32.9,44.7,0.3,307,1,2021
KUB,8.0,1.0,HARD,8.0,True,0 days 00:01:27.733000,0 days 00:00:28.346000,0 days 00:00:29.920000,0 days 00:00:29.467000,320.0,324.0,305.0,330.0,15.0,649.467,28.8,32.9,44.7,0.3,307,1,2021
MSC,8.0,1.0,MEDIUM,8.0,True,0 days 00:01:28.469000,0 days 00:00:28.696000,0 days 00:00:29.894000,0 days 00:00:29.879000,316.0,320.0,301.0,323.0,16.0,652.056,28.8,32.9,44.7,0.3,307,1,2021
MAZ,8.0,1.0,MEDIUM,8.0,True,0 days 00:01:28.626000,0 days 00:00:28.563000,0 days 00:00:30.296000,0 days 00:00:29.767000,318.0,321.0,304.0,325.0,17.0,653.153,28.9,32.7,44.4,0.2,279,1,2021
GIO,8.0,2.0,HARD,7.0,True,0 days 00:01:27.023000,0 days 00:00:28.289000,0 days 00:00:29.630000,0 days 00:00:29.104000,313.0,317.0,304.0,,18.0,685.054,28.9,32.7,44.4,0.2,279,1,2021
RIC,9.0,1.0,MEDIUM,9.0,True,0 days 00:01:26.440000,0 days 00:00:28.317000,0 days 00:00:29.405000,0 days 00:00:28.718000,308.0,308.0,307.0,314.0,1.0,707.273,28.9,32.7,44.4,0.2,279,1,2021
VER,9.0,1.0,MEDIUM,9.0,True,0 days 00:01:26.531000,0 days 00:00:28.100000,0 days 00:00:29.530000,0 days 00:00:28.901000,,321.0,307.0,324.0,2.0,708.212,28.9,32.7,44.4,0.2,279,1,2021
NOR,9.0,1.0,MEDIUM,9.0,True,0 days 00:01:26.548000,0 days 00:00:28.340000,0 days 00:00:29.503000,0 days 00:00:28.705000,311.0,313.0,309.0,317.0,3.0,710.854,28.9,32.7,44.4,0.2,279,1,2021
HAM,9.0,1.0,HARD,9.0,True,0 days 00:01:26.595000,0 days 00:00:28.062000,0 days 00:00:29.617000,0 days 00:00:28.916000,320.0,323.0,312.0,331.0,4.0,711.687,28.9,32.7,44.4,0.2,279,1,2021
LEC,9.0,1.0,MEDIUM,9.0,True,0 days 00:01:26.506000,0 days 00:00:28.477000,0 days 00:00:29.150000,0 days 00:00:28.879000,314.0,319.0,302.0,322.0,5.0,715.29,29.0,32.9,44.0,0.3,235,1,2021
SAI,9.0,1.0,MEDIUM,9.0,True,0 days 00:01:29.642000,0 days 00:00:28.873000,0 days 00:00:31.198000,0 days 00:00:29.571000,309.0,323.0,303.0,328.0,7.0,719.194,29.0,32.9,44.0,0.3,235,1,2021
PER,9.0,1.0,MEDIUM,9.0,True,0 days 00:01:27.595000,0 days 00:00:28.309000,0 days 00:00:30.394000,0 days 00:00:28.892000,320.0,314.0,306.0,350.0,6.0,719.705,29.0,32.9,44.0,0.3,235,1,2021
STR,9.0,1.0,MEDIUM,11.0,False,0 days 00:01:27.566000,0 days 00:00:28.669000,0 days 00:00:29.794000,0 days 00:00:29.103000,,306.0,303.0,311.0,8.0,723.64,29.0,32.9,44.0,0.3,235,1,2021
ALO,9.0,1.0,MEDIUM,9.0,True,0 days 00:01:27.840000,0 days 00:00:28.485000,0 days 00:00:30.029000,0 days 00:00:29.326000,,314.0,302.0,320.0,9.0,726.692,29.0,32.9,44.0,0.3,235,1,2021
LAT,9.0,1.0,MEDIUM,9.0,True,0 days 00:01:27.411000,0 days 00:00:28.459000,0 days 00:00:29.865000,0 days 00:00:29.087000,,316.0,308.0,323.0,10.0,728.898,29.0,32.9,44.0,0.3,235,1,2021
OCO,9.0,1.0,MEDIUM,9.0,True,0 days 00:01:27.525000,0 days 00:00:28.378000,0 days 00:00:30.031000,0 days 00:00:29.116000,311.0,323.0,306.0,334.0,11.0,729.913,29.0,32.9,44.0,0.3,235,1,2021
VET,9.0,1.0,MEDIUM,11.0,False,0 days 00:01:28.995000,0 days 00:00:29.060000,0 days 00:00:30.690000,0 days 00:00:29.245000,318.0,323.0,305.0,340.0,13.0,730.42,29.0,32.9,44.0,0.3,235,1,2021
BOT,9.0,1.0,HARD,9.0,True,0 days 00:01:26.988000,0 days 00:00:28.316000,0 days 00:00:29.828000,0 days 00:00:28.844000,325.0,322.0,312.0,323.0,12.0,731.07,29.0,32.9,44.0,0.3,235,1,2021
RUS,9.0,1.0,MEDIUM,9.0,True,0 days 00:01:27.794000,0 days 00:00:28.415000,0 days 00:00:30.096000,0 days 00:00:29.283000,308.0,319.0,308.0,323.0,14.0,733.076,29.0,32.9,44.0,0.3,235,1,2021
KUB,9.0,1.0,HARD,9.0,True,0 days 00:01:28.044000,0 days 00:00:28.499000,0 days 00:00:29.987000,0 days 00:00:29.558000,317.0,323.0,304.0,328.0,15.0,737.2,29.0,32.9,44.0,0.3,235,1,2021
MSC,9.0,1.0,MEDIUM,9.0,True,0 days 00:01:28.453000,0 days 00:00:28.688000,0 days 00:00:29.947000,0 days 00:00:29.818000,314.0,318.0,300.0,,16.0,740.525,29.0,32.9,44.0,0.3,235,1,2021
MAZ,9.0,1.0,MEDIUM,9.0,True,0 days 00:01:28.608000,0 days 00:00:28.654000,0 days 00:00:30.225000,0 days 00:00:29.729000,316.0,319.0,302.0,326.0,17.0,741.779,29.0,32.9,44.0,0.3,235,1,2021
GIO,9.0,2.0,HARD,8.0,True,0 days 00:01:27.091000,0 days 00:00:28.392000,0 days 00:00:29.548000,0 days 00:00:29.151000,317.0,316.0,305.0,,18.0,772.077,29.0,32.9,44.0,0.3,235,1,2021
RIC,10.0,1.0,MEDIUM,10.0,True,0 days 00:01:26.723000,0 days 00:00:28.391000,0 days 00:00:29.524000,0 days 00:00:28.808000,,307.0,307.0,315.0,1.0,793.713,28.9,33.1,43.9,0.3,351,1,2021
VER,10.0,1.0,MEDIUM,10.0,True,0 days 00:01:26.499000,0 days 00:00:28.044000,0 days 00:00:29.614000,0 days 00:00:28.841000,314.0,323.0,308.0,326.0,2.0,794.743,28.9,33.1,43.9,0.3,351,1,2021
NOR,10.0,1.0,MEDIUM,10.0,True,0 days 00:01:26.690000,0 days 00:00:28.270000,0 days 00:00:29.641000,0 days 00:00:28.779000,,312.0,309.0,316.0,3.0,797.402,28.9,33.1,43.9,0.3,351,1,2021
HAM,10.0,1.0,HARD,10.0,True,0 days 00:01:26.497000,0 days 00:00:27.955000,0 days 00:00:29.750000,0 days 00:00:28.792000,,322.0,314.0,334.0,4.0,798.282,28.9,33.1,43.9,0.3,351,1,2021
LEC,10.0,1.0,MEDIUM,10.0,True,0 days 00:01:26.585000,0 days 00:00:28.402000,0 days 00:00:29.279000,0 days 00:00:28.904000,316.0,320.0,303.0,324.0,5.0,801.796,28.9,33.1,43.9,0.3,351,1,2021
PER,10.0,1.0,MEDIUM,10.0,True,0 days 00:01:26.623000,0 days 00:00:28.335000,0 days 00:00:29.451000,0 days 00:00:28.837000,309.0,313.0,308.0,316.0,6.0,807.3,28.9,33.1,43.9,0.3,351,1,2021
SAI,10.0,1.0,MEDIUM,10.0,True,0 days 00:01:27.675000,0 days 00:00:28.624000,0 days 00:00:29.872000,0 days 00:00:29.179000,307.0,311.0,303.0,316.0,7.0,808.836,28.9,33.1,43.9,0.3,351,1,2021
STR,10.0,1.0,MEDIUM,12.0,False,0 days 00:01:27.659000,0 days 00:00:28.609000,0 days 00:00:29.778000,0 days 00:00:29.272000,303.0,304.0,303.0,314.0,8.0,811.206,28.9,33.1,43.9,0.3,351,1,2021
ALO,10.0,1.0,MEDIUM,10.0,True,0 days 00:01:27.749000,0 days 00:00:28.556000,0 days 00:00:30.040000,0 days 00:00:29.153000,310.0,313.0,304.0,,9.0,814.532,28.9,33.1,43.9,0.3,351,1,2021
LAT,10.0,1.0,MEDIUM,10.0,True,0 days 00:01:27.663000,0 days 00:00:28.546000,0 days 00:00:29.966000,0 days 00:00:29.151000,313.0,315.0,311.0,325.0,10.0,816.309,28.9,33.1,43.9,0.3,351,1,2021
OCO,10.0,1.0,MEDIUM,10.0,True,0 days 00:01:27.750000,0 days 00:00:28.473000,0 days 00:00:30.035000,0 days 00:00:29.242000,313.0,318.0,308.0,323.0,11.0,817.438,28.9,33.1,43.9,0.3,351,1,2021
BOT,10.0,1.0,HARD,10.0,True,0 days 00:01:27.445000,0 days 00:00:28.452000,0 days 00:00:29.817000,0 days 00:00:29.176000,318.0,326.0,318.0,328.0,12.0,818.058,28.9,33.1,43.9,0.3,351,1,2021
VET,10.0,1.0,MEDIUM,12.0,False,0 days 00:01:27.750000,0 days 00:00:28.572000,0 days 00:00:29.986000,0 days 00:00:29.192000,306.0,309.0,306.0,321.0,13.0,819.415,28.9,33.1,43.9,0.3,351,1,2021
RUS,10.0,1.0,MEDIUM,10.0,True,0 days 00:01:27.757000,0 days 00:00:28.535000,0 days 00:00:30.037000,0 days 00:00:29.185000,312.0,315.0,310.0,321.0,14.0,820.87,28.9,33.1,43.9,0.3,351,1,2021
KUB,10.0,1.0,HARD,10.0,True,0 days 00:01:27.977000,0 days 00:00:28.436000,0 days 00:00:30.036000,0 days 00:00:29.505000,320.0,323.0,305.0,331.0,15.0,825.244,28.9,33.1,43.9,0.3,351,1,2021
MSC,10.0,1.0,MEDIUM,10.0,True,0 days 00:01:28.694000,0 days 00:00:28.801000,0 days 00:00:29.960000,0 days 00:00:29.933000,315.0,317.0,301.0,,16.0,828.978,28.9,33.1,43.9,0.3,351,1,2021
MAZ,10.0,1.0,MEDIUM,10.0,True,0 days 00:01:28.631000,0 days 00:00:28.576000,0 days 00:00:30.299000,0 days 00:00:29.756000,318.0,319.0,303.0,,17.0,830.387,28.9,33.1,43.9,0.3,351,1,2021
GIO,10.0,2.0,HARD,9.0,True,0 days 00:01:27.395000,0 days 00:00:28.438000,0 days 00:00:29.789000,0 days 00:00:29.168000,311.0,312.0,305.0,320.0,18.0,859.168,28.9,32.8,43.9,0.3,219,1,2021
RIC,11.0,1.0,MEDIUM,11.0,True,0 days 00:01:26.529000,0 days 00:00:28.302000,0 days 00:00:29.499000,0 days 00:00:28.728000,310.0,309.0,308.0,316.0,1.0,880.436,28.9,32.8,43.9,0.3,219,1,2021
VER,11.0,1.0,MEDIUM,11.0,True,0 days 00:01:26.668000,0 days 00:00:28.192000,0 days 00:00:29.584000,0 days 00:00:28.892000,312.0,322.0,310.0,,2.0,881.242,28.9,32.8,43.9,0.3,219,1,2021
NOR,11.0,1.0,MEDIUM,11.0,True,0 days 00:01:26.663000,0 days 00:00:28.278000,0 days 00:00:29.613000,0 days 00:00:28.772000,314.0,313.0,311.0,319.0,3.0,884.092,28.9,32.8,43.9,0.3,219,1,2021
HAM,11.0,1.0,HARD,11.0,True,0 days 00:01:26.368000,0 days 00:00:28.062000,0 days 00:00:29.562000,0 days 00:00:28.744000,324.0,333.0,317.0,349.0,4.0,884.779,28.9,32.8,43.9,0.3,219,1,2021
LEC,11.0,1.0,MEDIUM,11.0,True,0 days 00:01:26.543000,0 days 00:00:28.341000,0 days 00:00:29.233000,0 days 00:00:28.969000,314.0,318.0,304.0,322.0,5.0,888.381,28.9,32.8,43.9,0.3,219,1,2021
PER,11.0,1.0,MEDIUM,11.0,True,0 days 00:01:26.322000,0 days 00:00:28.197000,0 days 00:00:29.313000,0 days 00:00:28.812000,314.0,317.0,309.0,317.0,6.0,893.923,28.7,33.1,44.0,0.5,190,1,2021
SAI,11.0,1.0,MEDIUM,11.0,True,0 days 00:01:27.447000,0 days 00:00:28.624000,0 days 00:00:29.625000,0 days 00:00:29.198000,310.0,312.0,303.0,314.0,7.0,896.511,28.7,33.1,44.0,0.5,190,1,2021
STR,11.0,1.0,MEDIUM,13.0,False,0 days 00:01:27.694000,0 days 00:00:28.600000,0 days 00:00:29.867000,0 days 00:00:29.227000,,303.0,303.0,,8.0,898.865,28.7,33.1,44.0,0.5,190,1,2021
ALO,11.0,1.0,MEDIUM,11.0,True,0 days 00:01:27.520000,0 days 00:00:28.440000,0 days 00:00:29.814000,0 days 00:00:29.266000,,313.0,305.0,319.0,9.0,902.281,28.7,33.1,44.0,0.5,190,1,2021
LAT,11.0,1.0,MEDIUM,11.0,True,0 days 00:01:27.694000,0 days 00:00:28.361000,0 days 00:00:30.052000,0 days 00:00:29.281000,,315.0,311.0,324.0,10.0,903.972,28.7,33.1,44.0,0.5,190,1,2021
OCO,11.0,1.0,MEDIUM,11.0,True,0 days 00:01:28.496000,0 days 00:00:28.882000,0 days 00:00:30.382000,0 days 00:00:29.232000,312.0,319.0,307.0,312.0,12.0,905.188,28.7,33.1,44.0,0.5,190,1,2021
BOT,11.0,1.0,HARD,11.0,True,0 days 00:01:26.700000,0 days 00:00:27.959000,0 days 00:00:29.618000,0 days 00:00:29.123000,324.0,320.0,315.0,349.0,11.0,905.503,28.7,33.1,44.0,0.5,190,1,2021
VET,11.0,1.0,MEDIUM,13.0,False,0 days 00:01:27.448000,0 days 00:00:28.380000,0 days 00:00:29.874000,0 days 00:00:29.194000,309.0,313.0,309.0,,13.0,907.165,28.7,33.1,44.0,0.5,190,1,2021
RUS,11.0,1.0,MEDIUM,11.0,True,0 days 00:01:27.900000,0 days 00:00:28.366000,0 days 00:00:30.212000,0 days 00:00:29.322000,,313.0,310.0,325.0,14.0,908.627,28.7,33.1,44.0,0.5,190,1,2021
KUB,11.0,1.0,HARD,11.0,True,0 days 00:01:27.996000,0 days 00:00:28.374000,0 days 00:00:30.045000,0 days 00:00:29.577000,319.0,322.0,306.0,328.0,15.0,913.221,28.7,33.1,44.0,0.5,190,1,2021
MSC,11.0,1.0,MEDIUM,11.0,True,0 days 00:01:28.822000,0 days 00:00:28.783000,0 days 00:00:30.114000,0 days 00:00:29.925000,,316.0,301.0,321.0,16.0,917.672,28.7,33.1,44.0,0.5,190,1,2021
MAZ,11.0,1.0,MEDIUM,11.0,True,0 days 00:01:28.729000,0 days 00:00:28.485000,0 days 00:00:30.334000,0 days 00:00:29.910000,320.0,320.0,305.0,325.0,17.0,919.018,28.7,33.1,44.0,0.5,190,1,2021
GIO,11.0,2.0,HARD,10.0,True,0 days 00:01:27.235000,0 days 00:00:28.400000,0 days 00:00:29.771000,0 days 00:00:29.064000,310.0,312.0,306.0,318.0,18.0,946.563,28.7,33.1,44.0,0.5,190,1,2021
RIC,12.0,1.0,MEDIUM,12.0,True,0 days 00:01:26.705000,0 days 00:00:28.281000,0 days 00:00:29.667000,0 days 00:00:28.757000,309.0,308.0,310.0,315.0,1.0,966.965,28.7,33.0,44.4,0.6,188,1,2021
VER,12.0,1.0,MEDIUM,12.0,True,0 days 00:01:26.741000,0 days 00:00:28.097000,0 days 00:00:29.664000,0 days 00:00:28.980000,,324.0,311.0,330.0,2.0,967.91,28.7,33.0,44.4,0.6,188,1,2021
NOR,12.0,1.0,MEDIUM,12.0,True,0 days 00:01:27.304000,0 days 00:00:28.142000,0 days 00:00:30.234000,0 days 00:00:28.928000,320.0,310.0,311.0,335.0,3.0,970.755,28.7,33.0,44.4,0.6,188,1,2021
HAM,12.0,1.0,HARD,12.0,True,0 days 00:01:27.390000,0 days 00:00:27.836000,0 days 00:00:30.702000,0 days 00:00:28.852000,315.0,320.0,316.0,352.0,4.0,971.147,28.7,33.0,44.4,0.6,188,1,2021
LEC,12.0,1.0,MEDIUM,12.0,True,0 days 00:01:26.622000,0 days 00:00:28.327000,0 days 00:00:29.370000,0 days 00:00:28.925000,315.0,322.0,304.0,324.0,5.0,974.924,28.7,33.0,44.4,0.6,188,1,2021
PER,12.0,1.0,MEDIUM,12.0,True,0 days 00:01:26.387000,0 days 00:00:28.213000,0 days 00:00:29.356000,0 days 00:00:28.818000,,318.0,309.0,321.0,6.0,980.245,28.7,33.0,44.4,0.6,188,1,2021
SAI,12.0,1.0,MEDIUM,12.0,True,0 days 00:01:27.380000,0 days 00:00:28.585000,0 days 00:00:29.603000,0 days 00:00:29.192000,307.0,310.0,303.0,313.0,7.0,983.958,28.7,33.0,44.4,0.6,188,1,2021
STR,12.0,1.0,MEDIUM,14.0,False,0 days 00:01:27.729000,0 days 00:00:28.571000,0 days 00:00:29.795000,0 days 00:00:29.363000,300.0,303.0,302.0,,8.0,986.559,28.7,33.0,44.4,0.6,188,1,2021
ALO,12.0,1.0,MEDIUM,12.0,True,0 days 00:01:27.407000,0 days 00:00:28.374000,0 days 00:00:29.864000,0 days 00:00:29.169000,309.0,313.0,306.0,,9.0,989.801,28.7,33.0,44.4,0.6,188,1,2021
LAT,12.0,1.0,MEDIUM,12.0,True,0 days 00:01:27.716000,0 days 00:00:28.528000,0 days 00:00:29.997000,0 days 00:00:29.191000,311.0,313.0,310.0,,10.0,991.666,28.7,33.0,44.4,0.6,188,1,2021
BOT,12.0,1.0,HARD,12.0,True,0 days 00:01:27.456000,0 days 00:00:28.533000,0 days 00:00:30.132000,0 days 00:00:28.791000,317.0,319.0,318.0,322.0,11.0,992.203,28.7,33.0,44.4,0.6,188,1,2021
OCO,12.0,1.0,MEDIUM,12.0,True,0 days 00:01:27.714000,0 days 00:00:28.372000,0 days 00:00:30.080000,0 days 00:00:29.262000,311.0,320.0,306.0,324.0,12.0,993.684,28.7,33.0,44.4,0.6,188,1,2021
VET,12.0,1.0,MEDIUM,14.0,False,0 days 00:01:27.610000,0 days 00:00:28.492000,0 days 00:00:29.877000,0 days 00:00:29.241000,308.0,319.0,310.0,319.0,13.0,994.613,28.7,33.0,44.4,0.6,188,1,2021
RUS,12.0,1.0,MEDIUM,12.0,True,0 days 00:01:27.750000,0 days 00:00:28.731000,0 days 00:00:29.879000,0 days 00:00:29.140000,308.0,315.0,310.0,320.0,14.0,996.527,28.7,33.0,44.4,0.6,188,1,2021
KUB,12.0,1.0,HARD,12.0,True,0 days 00:01:27.774000,0 days 00:00:28.453000,0 days 00:00:29.882000,0 days 00:00:29.439000,318.0,323.0,306.0,,15.0,1001.217,28.7,33.0,44.4,0.6,188,1,2021
MSC,12.0,1.0,MEDIUM,12.0,True,0 days 00:01:28.593000,0 days 00:00:28.703000,0 days 00:00:30.005000,0 days 00:00:29.885000,314.0,317.0,302.0,,16.0,1006.494,28.7,33.0,44.4,0.6,188,1,2021
MAZ,12.0,1.0,MEDIUM,12.0,True,0 days 00:01:28.356000,0 days 00:00:28.332000,0 days 00:00:30.234000,0 days 00:00:29.790000,,322.0,305.0,327.0,17.0,1007.747,28.7,33.0,44.4,0.6,188,1,2021
GIO,12.0,2.0,HARD,11.0,True,0 days 00:01:27.269000,0 days 00:00:28.325000,0 days 00:00:29.744000,0 days 00:00:29.200000,314.0,314.0,306.0,319.0,18.0,1033.798,29.0,34.1,44.3,0.5,195,1,2021
RIC,13.0,1.0,MEDIUM,13.0,True,0 days 00:01:26.506000,0 days 00:00:28.283000,0 days 00:00:29.455000,0 days 00:00:28.768000,311.0,310.0,310.0,313.0,1.0,1053.67,29.0,34.1,44.3,0.5,195,1,2021
VER,13.0,1.0,MEDIUM,13.0,True,0 days 00:01:26.443000,0 days 00:00:28.115000,0 days 00:00:29.414000,0 days 00:00:28.914000,314.0,324.0,312.0,326.0,2.0,1054.651,29.0,34.1,44.3,0.5,195,1,2021
NOR,13.0,1.0,MEDIUM,13.0,True,0 days 00:01:27.323000,0 days 00:00:28.426000,0 days 00:00:30.023000,0 days 00:00:28.874000,310.0,309.0,312.0,332.0,3.0,1058.059,29.0,34.1,44.3,0.5,195,1,2021
HAM,13.0,1.0,HARD,13.0,True,0 days 00:01:27.440000,0 days 00:00:28.354000,0 days 00:00:30.295000,0 days 00:00:28.791000,318.0,317.0,316.0,327.0,4.0,1058.537,29.0,34.1,44.3,0.5,195,1,2021
LEC,13.0,1.0,MEDIUM,13.0,True,0 days 00:01:26.652000,0 days 00:00:28.318000,0 days 00:00:29.194000,0 days 00:00:29.140000,,323.0,306.0,321.0,5.0,1061.546,29.0,34.1,44.3,0.5,195,1,2021
PER,13.0,1.0,MEDIUM,13.0,True,0 days 00:01:26.529000,0 days 00:00:28.207000,0 days 00:00:29.327000,0 days 00:00:28.995000,316.0,319.0,309.0,318.0,6.0,1066.632,29.0,34.1,44.3,0.5,195,1,2021
SAI,13.0,1.0,MEDIUM,13.0,True,0 days 00:01:27.014000,0 days 00:00:28.526000,0 days 00:00:29.428000,0 days 00:00:29.060000,309.0,311.0,304.0,311.0,7.0,1071.338,29.0,34.1,44.3,0.5,195,1,2021
STR,13.0,1.0,MEDIUM,15.0,False,0 days 00:01:27.630000,0 days 00:00:28.660000,0 days 00:00:29.777000,0 days 00:00:29.193000,301.0,302.0,304.0,308.0,8.0,1074.288,29.0,33.8,44.1,0.5,154,1,2021
